Wall time,Step,Value
1636026086.8870177,430,0.0029809309635311365
1636026087.0835388,460,0.0031516961753368378
1636026088.8025515,720,0.0033336919732391834
1636026091.1896756,958,0.000914701318833977
1636026095.5444026,1598,0.0013424421194940805
1636026096.153842,1688,0.0008354645688086748
1636026101.2638252,2316,0.0012478426797315478
1636026101.6030788,2366,0.0005752097931690514
1636026103.0359662,2576,0.0011291664559394121
1636026104.2680123,2756,0.0009000884601846337
1636026107.5328717,3114,0.00017748466052580625
1636026107.6703231,3134,0.0003039823204744607
1636026108.2159061,3214,0.0003657855268102139
1636026116.1023893,4252,0.00020394381135702133
1636026118.7450402,4642,0.00015167021774686873
1636026120.5665088,4790,0.00025460190954618156
1636026124.7707505,5410,0.00010425660730106756
1636026127.5925684,5688,6.423458398785442e-05
1636026128.673705,5848,5.2627419790951535e-05
1636026129.1487658,5918,4.249899211572483e-05
1636026132.4029548,6398,5.632636384689249e-05
1636026133.2827291,6528,7.147467113099992e-05
1636026135.1118782,6676,5.391702143242583e-05
1636026135.7867875,6776,5.6973785831360146e-05
1636026138.6968765,7206,0.0001473818556405604
1636026139.238772,7286,6.003922680974938e-05
1636026143.426287,7784,2.99188668577699e-05
1636026144.3725107,7924,4.464713856577873e-05
1636026144.5072799,7944,4.3705294956453145e-05
1636026145.525986,8094,0.0005184561596252024
1636026145.9376597,8154,2.465791294525843e-05
1636026147.8408797,8434,5.2421870350372046e-05
1636026156.7896764,9540,3.152216231683269e-05
1636026158.5106037,9800,4.72719402750954e-05
1636026158.5770473,9810,4.764313416671939e-05
1636026160.769954,10140,3.380213092896156e-05
1636026161.3678927,10230,3.700781235238537e-05
1636026165.4654782,10728,2.7299378416500986e-05
1636026165.6646204,10758,2.9754481147392653e-05
1636026167.4573817,11028,6.502169708255678e-05
1636026168.1827087,11138,4.6801262215012684e-05
1636026174.0601277,11906,9.736823267303407e-05
1636026180.2938726,12724,9.441430302103981e-05
1636027449.048613,150,0.007394700311124325
1636027449.2474506,180,0.005586153361946344
1636027493.0520039,10,0.04251008853316307
1636027493.3188648,50,0.037686605006456375
1636027496.4740355,530,0.0023466935381293297
1636027496.932356,600,0.002192774321883917
1636027498.3770344,820,0.0019924016669392586
1636027499.9959254,948,0.0016119391657412052
1636027500.655784,1048,0.001181556610390544
1636027502.6291003,1348,0.0010451829293742776
1636027504.2613237,1598,0.0010998379439115524
1636027507.1897943,1926,0.0009568792884238064
1636027509.0965903,2216,0.0010019059991464019
1636027510.1451867,2376,0.0008142375154420733
1636027511.1981826,2536,0.0005997368134558201
1636027512.5853522,2746,0.0007793729309923947
1636027515.7119746,3104,0.0005767905968241394
1636027519.0706391,3614,0.0005648951046168804
1636027521.0877888,3802,0.00019113282905891538
1636027521.6807137,3892,0.0005416146013885736
1636027522.5993927,4032,0.00028558922349475324
1636027522.730525,4052,0.00022912371787242591
1636027522.9272377,4082,0.00013259518891572952
1636027525.8143294,4522,9.849781054072082e-05
1636027530.801406,5160,5.393094033934176e-05
1636027531.4350586,5250,0.00019945389067288488
1636027532.2886682,5380,7.683555304538459e-05
1636027532.4860914,5410,0.00012769769818987697
1636027533.0107298,5490,6.594364094780758e-05
1636027536.5190053,5898,6.098184530856088e-05
1636027537.640827,6068,0.00014484544226434082
1636027538.4945571,6198,0.00010697402467485517
1636027542.8638568,6746,3.233963070670143e-05
1636027545.165987,7096,0.00016530185530427843
1636027548.6852095,7514,0.00015596371667925268
1636027549.926223,7704,9.881251025944948e-05
1636027556.731547,8622,2.240503999928478e-05
1636027557.5211616,8742,4.524530959315598e-05
1636027558.3116453,8862,2.0751172996824607e-05
1636027559.6249018,9062,1.0915836355707143e-05
1636027559.951227,9112,7.394138810923323e-05
1636027560.0169477,9122,3.788717367569916e-05
1636027561.3307464,9322,5.133046943228692e-05
1636027561.658279,9372,0.0003071196551900357
1636027565.4671233,9830,5.259463068796322e-05
1636027566.254143,9950,0.0001441241620341316
1636027568.5480242,10300,4.3027645006077364e-05
1636027571.6939747,10658,6.870481593068689e-05
1636027571.7599878,10668,1.8521473975852132e-05
1636027571.8924184,10688,3.3836513466667384e-05
1636027574.7827983,11128,6.386103632394224e-05
1636027576.7370086,11306,6.620301428483799e-05
1636027576.867407,11326,5.712188431061804e-05
1636027577.1948302,11376,3.3960615837713704e-05
1636027578.8326335,11626,2.751091778918635e-05
1636027578.897661,11636,1.8997770894202404e-05
1636027579.5529203,11736,2.4712995582376607e-05
1636027579.6834283,11756,3.032709901162889e-05
1636027580.009712,11806,2.9794648071401753e-05
1636027581.9136488,12096,1.7951006157090887e-05
1636027583.722869,12254,2.4919965653680265e-05
1636027584.1147504,12314,0.00012638380576390773
1636029381.7449303,510,0.0028210808522999287
1636029386.2493699,1068,0.0012301512761041522
1636029387.1766162,1208,0.0015004188753664494
1636029389.4995162,1558,0.0018758433870971203
1636029397.4538183,2636,0.0009746323339641094
1636029402.9955957,3354,0.000657866126857698
1636029406.779032,3802,0.00022186487331055105
1636029408.5708818,4072,0.0005504812579602003
1636029408.7689342,4102,0.00029807130340486765
1636029412.6402233,4682,0.00011112864740425721
1636029417.5988624,5310,4.617523154593073e-05
1636029420.8096514,5668,4.7215911763487384e-05
1636029423.0638845,6008,8.79119907040149e-05
1636029423.9903798,6148,6.187494000187144e-05
1636029424.1234071,6168,4.611491385730915e-05
1636029424.1893866,6178,6.785264849895611e-05
1636029428.894317,6766,1.9366900232853368e-05
1636029433.6051114,7476,2.4848475732142106e-05
1636029436.5799298,7804,7.096521585481241e-05
1636029439.3033273,8214,2.1517606000998057e-05
1636029442.210915,8532,6.211734580574557e-05
1636029451.3564634,9740,1.822538069973234e-05
1636029452.6611807,9920,2.4031609427765943e-05
1636029452.79538,9940,2.6907495339401066e-05
1636029457.0319083,10448,2.984003185702022e-05
1636029460.7228122,11008,4.066024848725647e-05
1636029461.7184727,11158,2.8132786610512994e-05
1636029466.0030024,11686,3.957351509598084e-05
1636029467.4050806,11896,2.6282519684173167e-05
1636029467.8689613,11966,2.592494092823472e-05
1636029471.5616045,12404,1.5837911632843316e-05
1636029475.7931693,13044,3.8229063648032025e-05
1636029956.9934285,200,0.03603019565343857
1636029959.4497976,480,0.03592738136649132
1636029964.9043028,1008,0.03601289540529251
1636029970.3861594,1628,0.036020927131175995
1636029971.3622787,1738,0.03600500151515007
1636029978.656358,2476,0.03596341609954834
1636029979.876071,2616,0.03594692423939705
1636029980.3992352,2676,0.03592076152563095
1636029983.4876506,2934,0.035976242274045944
1636029983.9261901,2984,0.03597385436296463
1636029986.6368895,3294,0.03599109500646591
1636029990.2341154,3704,0.0359545461833477
1636029992.2802594,3842,0.03593292459845543
1636029992.4579656,3862,0.035929203033447266
1636029999.6039243,4672,0.03595660254359245
1636030008.5961761,5600,0.03589453175663948
1636030011.0062954,5778,0.03589494526386261
1636030012.8523552,5988,0.03593134880065918
1636030022.34391,6976,0.035935766994953156
1636030025.49165,7336,0.03600973263382912
1636030025.84176,7376,0.03593805804848671
1636030026.5421433,7456,0.03596837818622589
1636030033.969915,8204,0.03600730001926422
1636030038.346105,8592,0.03595680370926857
1636030039.5705357,8732,0.03593260422348976
1636030043.100363,9112,0.035960834473371506
1636030044.2119005,9232,0.03598083555698395
1636030048.8757815,9660,0.03596120327711105
1636030056.0801141,10348,0.03604859113693237
1636030056.8693702,10438,0.035964854061603546
1636030057.131497,10468,0.03594547137618065
1636030064.1073828,11228,0.03591586649417877
1636030064.2927895,11248,0.03593091294169426
1636030070.0523868,11796,0.03596010431647301
1636030072.6774313,12076,0.03594700247049332
1636030079.5538273,12744,0.03592407703399658
1636031165.730442,10,0.03610587492585182
1636031173.4546902,910,0.035889092832803726
1636031175.750241,1078,0.03593761473894119
1636031176.9688272,1218,0.03600365296006203
1636031258.6551106,90,0.03599586337804794
1636031260.6687644,310,0.03604429215192795
1636031268.277413,1048,0.035909950733184814
1636031268.4597652,1068,0.03601327911019325
1636032913.9193873,120,0.006077212747186422
1636032916.1706574,500,0.003861506935209036
1636032921.585659,1278,0.003356869798153639
1636032922.4391758,1428,0.0033132487442344427
1636032924.9268205,1868,0.00286496477201581
1636032930.6351461,2726,0.00291839218698442
1636032932.422423,2904,0.002214308362454176
1636032932.5924127,2934,0.002154764486476779
1636032934.5281525,3274,0.0025734328664839268
1636032934.641721,3294,0.0021185316145420074
1636032935.039721,3364,0.0019048232352361083
1636032937.087609,3724,0.0025820601731538773
1636032939.1398027,3942,0.0023406867403537035
1636032940.5067127,4182,0.0027837029192596674
1636032941.1291873,4292,0.0023583027068525553
1636032942.6632006,4562,0.0017833331367000937
1636032944.6238046,4770,0.00183884147554636
1636032951.8691206,5888,0.001957682892680168
1636032952.4417045,5988,0.0014496586518362164
1636032955.2825544,6488,0.0022847179789096117
1636032957.1854346,6686,0.0015215303283184767
1636032957.9254153,6816,0.0023384434171020985
1636032958.2657998,6876,0.0017204807372763753
1636032958.9995809,7006,0.0020602522417902946
1636032963.0565252,7584,0.0013293202500790358
1636032964.3815653,7814,0.0019112903391942382
1636032964.6657152,7864,0.0019141705706715584
1636032966.028727,8104,0.0019307665061205626
1636032967.2779553,8324,0.0017897974466904998
1636032968.832829,8462,0.001547006657347083
1636032970.196381,8702,0.002086070366203785
1636032976.4535813,9670,0.0018279016949236393
1636032977.8084085,9910,0.0017420101212337613
1636032981.6918724,10458,0.0019709032494574785
1636032982.2616808,10558,0.0018800008110702038
1636032983.3443618,10748,0.001987519906833768
1636032987.2292871,11296,0.002305668545886874
1636032989.4503725,11686,0.0015275477198883891
1636032989.6210766,11716,0.0014127070317044854
1636032990.308552,11836,0.001209733192808926
1636032992.0704036,12146,0.0014471738832071424
1636034192.4126203,70,0.007237671408802271
1636034192.8848712,150,0.00610368512570858
1636034193.7644553,300,0.004965092521160841
1636034200.429436,1278,0.0032440198119729757
1636034201.9563994,1538,0.0030053132213652134
1636034203.243954,1758,0.0028462072368711233
1636034209.510278,2686,0.0022728624753654003
1636034209.9850528,2766,0.002629497554153204
1636034213.2431624,3184,0.0017611641669645905
1636034217.5568266,3802,0.0022351774387061596
1636034219.3505502,4112,0.0021121397148817778
1636034223.8594005,4760,0.0019823473412543535
1636034224.894249,4940,0.002645275089889765
1636034225.467594,5040,0.002412671921774745
1636034225.5246303,5050,0.0024513485841453075
1636034226.611025,5240,0.0028500512707978487
1636034227.9305403,5470,0.002102708211168647
1636034229.9079895,5668,0.0022628274746239185
1636034232.7657502,6158,0.0022484546061605215
1636034233.3399272,6258,0.0022709318436682224
1636034233.511271,6288,0.00250027677975595
1636034234.374097,6438,0.0025521067436784506
1636034237.0780132,6776,0.002809915691614151
1636034243.5361097,7764,0.0021094444673508406
1636034245.548338,8114,0.0021964125335216522
1636034248.840253,8552,0.001250885659828782
1636034249.1904585,8612,0.0024333405308425426
1636034253.0280838,9282,0.0022030791733413935
1636034255.4502723,9570,0.0022949783597141504
1636034256.0232446,9670,0.0023260493762791157
1636034258.0420847,10020,0.0021369310561567545
1636034262.701535,10698,0.001558502553962171
1636034264.5479558,11018,0.0026739523746073246
1636034268.7789235,11616,0.002018124330788851
1636034270.7996151,11966,0.0025614171754568815
1636034271.434829,12076,0.0022139009088277817
1636034272.9386535,12204,0.002419134369120002
1636034273.9197419,12374,0.002223692834377289
1636035420.4780343,390,0.004786327481269836
1636035422.538275,740,0.003807884408161044
1636035422.889508,800,0.0035578394308686256
1636035427.7729132,1498,0.0033224185463041067
1636035431.1958125,1946,0.0027746392879635096
1636035432.9064417,2236,0.003317152848467231
1636035433.1992068,2286,0.0028535332530736923
1636035433.7257586,2376,0.0033652905840426683
1636035439.9590921,3284,0.003685032483190298
1636035440.136583,3314,0.002339862519875169
1636035441.78515,3594,0.0026402289513498545
1636035442.3695495,3694,0.002596270991489291
1636035446.6074893,4282,0.0020851471927016973
1636035448.6687088,4632,0.0029573808424174786
1636035451.4568207,4970,0.002181748626753688
1636035451.5153213,4980,0.001898374641314149
1636035455.1176033,5580,0.0023774756118655205
1636035464.2878675,6836,0.0021061841398477554
1636035464.4650166,6866,0.0018414530204609036
1636035467.7585588,7426,0.0022576956544071436
1636035468.1714783,7496,0.0021411634515970945
1636035470.124342,7694,0.0020939914975315332
1636035470.2996294,7724,0.0020364730153232813
1636035471.529784,7934,0.002203055890277028
1636035471.9435327,8004,0.002271341858431697
1636035473.3145795,8234,0.002076962264254689
1636035474.3061812,8404,0.0024160752072930336
1636035476.1895201,8592,0.002175700617954135
1636035476.5398514,8652,0.0013102915836498141
1636035477.1242378,8752,0.0031430411618202925
1636035479.8288357,9212,0.002170239109545946
1636035480.2970896,9292,0.0020147168543189764
1636035491.5506923,10938,0.0013258011313155293
1636035491.95927,11008,0.0018748734146356583
1636035494.360599,11286,0.001721714623272419
1636035497.1208372,11756,0.002424348145723343
1636035497.65092,11846,0.002095427829772234
1636035499.516972,12166,0.002224413910880685
1636035501.5698578,12384,0.002120587509125471
1636035504.085633,12814,0.0022871086839586496
1636035504.2611952,12844,0.0016099985223263502
1636035505.4351158,13044,0.0025124074891209602
1636035505.8477006,13114,0.002178359776735306
1636038958.7786157,250,0.004559708759188652
1636038965.764194,958,0.003035075729712844
1636038966.5401437,1048,0.0029114563949406147
1636038967.1385496,1118,0.003789857029914856
1636038968.268609,1248,0.003268634667620063
1636038970.222979,1468,0.003709484124556184
1636038973.5363104,1848,0.002490740269422531
1636038977.0021546,2156,0.0027432322967797518
1636038978.9576533,2386,0.003094860352575779
1636038980.4815981,2566,0.0023723009508103132
1636038987.4323452,3274,0.0027111542876809835
1636038994.508611,4002,0.0027088907081633806
1636038994.7690988,4032,0.002918526064604521
1636038998.2022645,4432,0.0021833740174770355
1636039000.2499006,4672,0.002887277165427804
1636039006.7549028,5330,0.00203517684713006
1636039014.3886936,6118,0.002191895851865411
1636039014.8145673,6168,0.0022301506251096725
1636039015.0730412,6198,0.0017139087431132793
1636039017.319787,6458,0.0019085549283772707
1636039022.1492882,6906,0.0019304302986711264
1636039023.5358622,7066,0.002052878960967064
1636039025.6783795,7306,0.0022409558296203613
1636039027.172108,7476,0.001983572728931904
1636039034.2317104,8194,0.0025416880380362272
1636039035.941738,8394,0.001402918016538024
1636039037.4467676,8472,0.0022130997385829687
1636039048.0639172,9610,0.0018909958889707923
1636039048.3237624,9640,0.0027996450662612915
1636039050.1415823,9850,0.0020509862806648016
1636039056.154642,10448,0.0019675390794873238
1636039057.0057425,10548,0.0020113091450184584
1636039057.3467333,10588,0.0023694047704339027
1636039059.8026922,10878,0.0018784854328259826
1636039062.618448,11208,0.0021032283548265696
1636039067.9566472,11736,0.0016115596517920494
1636039069.4146829,11906,0.0021701736841350794
1636039070.625666,12046,0.0014448632718995214
1636039072.9071376,12214,0.002133653499186039
1636039074.3685005,12384,0.002120587509125471
1636039077.8044279,12784,0.0030023015569895506
1636039082.6974144,120,0.0018158229067921638
1636039082.7844489,130,0.002112150890752673
1636039084.7511675,350,0.002623245120048523
1636039085.3559103,420,0.0017753284191712737
1636039087.7281837,700,0.0020827411208301783
1636039088.5968115,800,0.0016790996305644512
1636039089.0293589,850,0.0018920560833066702
1636039090.8673675,968,0.0019558651838451624
1636039091.6609497,1058,0.002460553776472807
1636039092.869124,1198,0.00175544957164675
1636039096.1718092,1578,0.002775375498458743
1636039096.4335034,1608,0.0016698244726285338
1636039100.4185052,1956,0.0023125396110117435
1636039100.7649357,1996,0.0022285354789346457
1636039102.7496428,2226,0.0021709490101784468
1636039103.253628,2286,0.002487865975126624
1636039103.4213595,2306,0.0022213223855942488
1636039106.8634412,2706,0.00213289400562644
1636039107.3821902,2766,0.0023554563522338867
1636039109.447011,2904,0.0014089822070673108
1636039109.8788183,2954,0.0015393850626423955
1636039147.8810134,450,0.004896939266473055
1636039149.535014,640,0.0038724408950656652
1636039150.3168788,730,0.003566197119653225
1636039155.1633728,1188,0.0032730603124946356
1636039157.1872447,1418,0.003677760949358344
1636039157.3646817,1438,0.002981527242809534
1636039157.4515646,1448,0.002212322549894452
1636039163.6017823,2046,0.00209759920835495
1636039164.659044,2166,0.0023005635011941195
1636039178.580965,3644,0.0024447282776236534
1636039237.028395,430,0.004011841025203466
1636039238.756951,630,0.0032466016709804535
1636039242.5048058,948,0.0034220062661916018
1636039243.2780795,1038,0.0033744466491043568
1636039244.7327034,1208,0.003050092840567231
1636039246.185917,1378,0.002980171237140894
1636039248.8304024,1688,0.003491292241960764
1636039253.0828018,2086,0.0023457054048776627
1636039254.1132367,2206,0.0026209282223135233
1636039256.0757973,2436,0.0033849095925688744
1636039257.273942,2576,0.0032409774139523506
1636039264.5436273,3324,0.0030702510848641396
1636039275.284365,4472,0.0027613055426627398
1636039282.5914814,5230,0.0028422505129128695
1636039284.3743067,5440,0.003215807257220149
1636039284.8013878,5490,0.002463668119162321
1636039286.931073,5638,0.0026072149630635977
1636039288.200093,5788,0.001880374737083912
1636039288.796746,5858,0.0015831227647140622
1636039291.4315825,6168,0.0019141292432323098
1636039300.5615246,7146,0.003470097901299596
1636039302.7736325,7406,0.002911263145506382
1636039303.1158285,7446,0.0017344176303595304
1636039305.3929799,7614,0.002074531279504299
1636039308.9688315,8034,0.0016127247363328934
1636039315.2908123,8682,0.002545844065025449
1636039315.5430164,8712,0.0019180967938154936
1636039316.8950486,8872,0.00244182744063437
1636039325.934005,9840,0.0027805333957076073
1636039328.6010547,10150,0.0019671183545142412
1636039331.4031227,10378,0.0024448807816952467
1636039340.5629442,11336,0.001969484146684408
1636039346.7578368,12056,0.0020926310680806637
1636039351.6795838,12524,0.00232870620675385
1636039354.0841098,12804,0.002116542775183916
1636042634.8502529,270,0.004705220926553011
1636042636.3044984,430,0.004011840559542179
1636042639.1289153,740,0.0038381097838282585
1636042642.7294576,1038,0.003374446416273713
1636042645.4551072,1338,0.002708899090066552
1636042646.6188567,1468,0.004493357613682747
1636042648.3251882,1658,0.003097410313785076
1636042653.1435087,2096,0.002485611941665411
1636042654.937159,2296,0.002977551892399788
1636042661.1532254,2884,0.0023979507386684418
1636042662.6764917,3054,0.00233773747459054
1636042665.117465,3324,0.0030702510848641396
1636042667.0006807,3534,0.0024052502121776342
1636042668.0826085,3654,0.0026561312843114138
1636042670.3653142,3812,0.0023805410601198673
1636042670.7229066,3852,0.002206304343417287
1636042672.2531698,4022,0.002982484409585595
1636042675.499403,4382,0.0025578858330845833
1636042680.0353787,4790,0.0017074259230867028
1636042680.1254168,4800,0.0025198941584676504
1636042683.0094104,5120,0.002838162239640951
1636042690.6989756,5868,0.0031523294746875763
1636042693.9534729,6228,0.003035746281966567
1636042699.6708453,6766,0.002320935484021902
1636042700.031624,6806,0.0017173216911032796
1636042701.8446047,7006,0.002396020572632551
1636042706.4209704,7496,0.0027381586842238903
1636042710.0688887,7794,0.0021960909944027662
1636042713.8367505,8214,0.0024740644730627537
1636042719.5013793,8732,0.002173939486965537
1636042720.8721485,8882,0.0017552811186760664
1636042721.6018858,8962,0.002232544356957078
1636042722.1468463,9022,0.002218931680545211
1636042727.8789647,9560,0.0017253430560231209
1636042728.177939,9590,0.001918409368954599
1636042731.8380573,9990,0.002482953015714884
1636042734.0932918,10240,0.0020631609950214624
1636042737.6910608,10538,0.0021786419674754143
1636042740.7631032,10878,0.003178723156452179
1636042743.9365914,11228,0.002439274452626705
1636042747.1784618,11466,0.0023167040199041367
1636042748.7006068,11626,0.002917397068813443
1636042753.555527,12156,0.002236541360616684
1636042756.392558,12364,0.001593177206814289
1636042756.6630747,12394,0.003057808382436633
1636042757.5622666,12494,0.0026092284824699163
1636042758.0984998,12554,0.0018556315917521715
1636042760.1219797,12774,0.0024356688372790813
1636045009.8925738,470,0.0019685395527631044
1636045025.3992643,1896,0.001391099882312119
1636045031.734369,2556,0.000544486625585705
1636045031.8296115,2566,0.0006747873849235475
1636045032.4061847,2626,0.0005954254884272814
1636045033.3136213,2716,0.000637174176517874
1636045035.904532,2894,0.0004311605298426002
1636045037.0650876,3014,0.00040213551255874336
1636045037.6409009,3074,0.00023773263092152774
1636045043.3107688,3664,0.0003859458665829152
1636045049.0890365,4172,0.00018261205696035177
1636045053.6286962,4642,0.00022796003031544387
1636045058.0616689,5010,0.0002457763475831598
1636045060.358185,5250,0.00043810036731883883
1636045060.6469753,5280,0.00017789840057957917
1636045069.0081882,6038,0.000168979458976537
1636045069.6728635,6098,0.00012556070578284562
1636045072.6150782,6398,7.362719770753756e-05
1636045073.4930782,6488,0.000293698045425117
1636045073.875092,6528,0.00012490317749325186
1636045075.4575598,6596,0.00014467349683400244
1636045081.1867962,7186,0.00035532237961888313
1636045085.403364,7524,0.00016283313743770123
1636045085.4976296,7534,0.00019573666213545948
1636045086.2593129,7614,0.00014626039774157107
1636045086.6354184,7654,8.325254020746797e-05
